"LEGACY_NODE_ID","LEGACY_LEVEL","LEGACY_PARENT_ID","LEGACY_PATH","LEGACY_NAME","LEGACY_SLUG","CURRENT_STATUS","TARGET_L1","TARGET_L2","TARGET_L3","TARGET_L4","TARGET_STATE","RECONCILIATION_ACTION","CONFIDENCE","OWNER_DECISION_REQUIRED","POLICY_FLAG","ALIAS_REQUIRED","SUCCESSOR_COUNT","NOTES"
"hesap-makinesi","3","ofis-dosyalama-masaustu","Kırtasiye & Ofis > Ofis, Dosyalama & Masaüstü > Hesap Makinesi","Hesap Makinesi","hesap-makinesi","active","Kırtasiye & Ofis","Ofis Makineleri & Ciltleme Ekipmanları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kase-istampa-numarator","3","ofis-dosyalama-masaustu","Kırtasiye & Ofis > Ofis, Dosyalama & Masaüstü > Kaşe, Istampa & Numaratör","Kaşe, Istampa & Numaratör","kase-istampa-numarator","active","Kırtasiye & Ofis","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Dosyalama & Arşivleme | Masaüstü Ofis Gereçleri | Ofis Makineleri & Ciltleme Ekipmanları"
"sanat-el-isi-paketleme","2","kirtasiye-ofis","Kırtasiye & Ofis > Sanat, El İşi & Paketleme","Sanat, El İşi & Paketleme","sanat-el-isi-paketleme","active","Kırtasiye & Ofis","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: Sanat & Çizim Malzemeleri | Paketleme & Postalama Ürünleri"
"boya-cizim-malzemesi","3","sanat-el-isi-paketleme","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Boya & Çizim Malzemesi","Boya & Çizim Malzemesi","boya-cizim-malzemesi","active","Kırtasiye & Ofis","Sanat & Çizim Malzemeleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"tuval-cizim-yuzeyi","3","sanat-el-isi-paketleme","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Tuval & Çizim Yüzeyi","Tuval & Çizim Yüzeyi","tuval-cizim-yuzeyi","active","Kırtasiye & Ofis","Sanat & Çizim Malzemeleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"firca-sanat-araci","3","sanat-el-isi-paketleme","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Fırça & Sanat Aracı","Fırça & Sanat Aracı","firca-sanat-araci","active","Kırtasiye & Ofis","Sanat & Çizim Malzemeleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"hobi-kagidi-el-isi-malzemesi","3","sanat-el-isi-paketleme","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Hobi Kağıdı & El İşi Malzemesi","Hobi Kağıdı & El İşi Malzemesi","hobi-kagidi-el-isi-malzemesi","active","Kırtasiye & Ofis","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Sanat & Çizim Malzemeleri | Paketleme & Postalama Ürünleri"
"kirtasiye-yapistirici-hobi-bandi","3","sanat-el-isi-paketleme","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Yapıştırıcı & Hobi Bandı","Yapıştırıcı & Hobi Bandı","kirtasiye-yapistirici-hobi-bandi","active","Kırtasiye & Ofis","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","hazmat_review","NO","0","Provisional L2 candidates: Sanat & Çizim Malzemeleri | Paketleme & Postalama Ürünleri Policy/risk gate remains independent of taxonomy placement."
"kargo-poseti-zarf-kutu","3","sanat-el-isi-paketleme","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Kargo Poşeti, Zarf & Kutu","Kargo Poşeti, Zarf & Kutu","kargo-poseti-zarf-kutu","active","Kırtasiye & Ofis","Paketleme & Postalama Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"hediye-kagidi-paketleme","3","sanat-el-isi-paketleme","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Hediye Kağıdı & Paketleme","Hediye Kağıdı & Paketleme","hediye-kagidi-paketleme","active","Kırtasiye & Ofis","Paketleme & Postalama Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"pet-shop","1","","Pet Shop","Pet Shop","pet-shop","active","Evcil Hayvan Ürünleri","","","","CANONICAL_FINAL","RENAME","HIGH","NO","","YES","1",""
"evcil-hayvan-mamalari","2","pet-shop","Pet Shop > Evcil Hayvan Mamaları","Evcil Hayvan Mamaları","evcil-hayvan-mamalari","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","6","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri | Akvaryum & Balık Ürünleri | Kuş Ürünleri | Küçük Hayvan Ürünleri | Sürüngen & Egzotik Pet Ürünleri"
"kopek-mamasi","3","evcil-hayvan-mamalari","Pet Shop > Evcil Hayvan Mamaları > Köpek Maması","Köpek Maması","kopek-mamasi","active","Evcil Hayvan Ürünleri","Köpek Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kuru-kopek-mamasi","4","kopek-mamasi","Pet Shop > Evcil Hayvan Mamaları > Köpek Maması > Kuru Köpek Maması","Kuru Köpek Maması","kuru-kopek-mamasi","active","Evcil Hayvan Ürünleri","Köpek Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"yas-kopek-mamasi","4","kopek-mamasi","Pet Shop > Evcil Hayvan Mamaları > Köpek Maması > Yaş Köpek Maması","Yaş Köpek Maması","yas-kopek-mamasi","active","Evcil Hayvan Ürünleri","Köpek Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kopek-odulu","4","kopek-mamasi","Pet Shop > Evcil Hayvan Mamaları > Köpek Maması > Köpek Ödülü","Köpek Ödülü","kopek-odulu","active","Evcil Hayvan Ürünleri","Köpek Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kedi-mamasi","3","evcil-hayvan-mamalari","Pet Shop > Evcil Hayvan Mamaları > Kedi Maması","Kedi Maması","kedi-mamasi","active","Evcil Hayvan Ürünleri","Kedi Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kuru-kedi-mamasi","4","kedi-mamasi","Pet Shop > Evcil Hayvan Mamaları > Kedi Maması > Kuru Kedi Maması","Kuru Kedi Maması","kuru-kedi-mamasi","active","Evcil Hayvan Ürünleri","Kedi Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"yas-kedi-mamasi","4","kedi-mamasi","Pet Shop > Evcil Hayvan Mamaları > Kedi Maması > Yaş Kedi Maması","Yaş Kedi Maması","yas-kedi-mamasi","active","Evcil Hayvan Ürünleri","Kedi Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kedi-odulu","4","kedi-mamasi","Pet Shop > Evcil Hayvan Mamaları > Kedi Maması > Kedi Ödülü","Kedi Ödülü","kedi-odulu","active","Evcil Hayvan Ürünleri","Kedi Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kus-yemi","3","evcil-hayvan-mamalari","Pet Shop > Evcil Hayvan Mamaları > Kuş Yemi","Kuş Yemi","kus-yemi","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri | Akvaryum & Balık Ürünleri | Kuş Ürünleri | Küçük Hayvan Ürünleri | Sürüngen & Egzotik Pet Ürünleri"
"balik-yemi","3","evcil-hayvan-mamalari","Pet Shop > Evcil Hayvan Mamaları > Balık Yemi","Balık Yemi","balik-yemi","active","Evcil Hayvan Ürünleri","Akvaryum & Balık Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kucuk-hayvan-yemi","3","evcil-hayvan-mamalari","Pet Shop > Evcil Hayvan Mamaları > Küçük Hayvan Yemi","Küçük Hayvan Yemi","kucuk-hayvan-yemi","active","Evcil Hayvan Ürünleri","Küçük Hayvan Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kedi-kopek-ekipmanlari","2","pet-shop","Pet Shop > Kedi & Köpek Ekipmanları","Kedi & Köpek Ekipmanları","kedi-kopek-ekipmanlari","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri"
"pet-mama-su-kabi","3","kedi-kopek-ekipmanlari","Pet Shop > Kedi & Köpek Ekipmanları > Mama & Su Kabı","Mama & Su Kabı","pet-mama-su-kabi","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri"
"tasma-kayis-gogus-tasmasi","3","kedi-kopek-ekipmanlari","Pet Shop > Kedi & Köpek Ekipmanları > Tasma, Kayış & Göğüs Tasması","Tasma, Kayış & Göğüs Tasması","tasma-kayis-gogus-tasmasi","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri"
"pet-yatagi-minderi","3","kedi-kopek-ekipmanlari","Pet Shop > Kedi & Köpek Ekipmanları > Pet Yatağı & Minderi","Pet Yatağı & Minderi","pet-yatagi-minderi","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri"
"pet-tasima-cantasi-kafesi","3","kedi-kopek-ekipmanlari","Pet Shop > Kedi & Köpek Ekipmanları > Pet Taşıma Çantası & Kafesi","Pet Taşıma Çantası & Kafesi","pet-tasima-cantasi-kafesi","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri"
"kedi-kopek-oyuncagi","3","kedi-kopek-ekipmanlari","Pet Shop > Kedi & Köpek Ekipmanları > Kedi & Köpek Oyuncağı","Kedi & Köpek Oyuncağı","kedi-kopek-oyuncagi","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri"
"kedi-tirmalama-mobilyasi","3","kedi-kopek-ekipmanlari","Pet Shop > Kedi & Köpek Ekipmanları > Kedi Tırmalama & Mobilyası","Kedi Tırmalama & Mobilyası","kedi-tirmalama-mobilyasi","active","Evcil Hayvan Ürünleri","Kedi Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"akvaryum-kus-kucuk-hayvan","2","pet-shop","Pet Shop > Akvaryum, Kuş & Küçük Hayvan","Akvaryum, Kuş & Küçük Hayvan","akvaryum-kus-kucuk-hayvan","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","4","Provisional L2 candidates: Akvaryum & Balık Ürünleri | Kuş Ürünleri | Küçük Hayvan Ürünleri | Sürüngen & Egzotik Pet Ürünleri"
"akvaryum","3","akvaryum-kus-kucuk-hayvan","Pet Shop > Akvaryum, Kuş & Küçük Hayvan > Akvaryum","Akvaryum","akvaryum","active","Evcil Hayvan Ürünleri","Akvaryum & Balık Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"akvaryum-filtre-pompasi","3","akvaryum-kus-kucuk-hayvan","Pet Shop > Akvaryum, Kuş & Küçük Hayvan > Akvaryum Filtre & Pompası","Akvaryum Filtre & Pompası","akvaryum-filtre-pompasi","active","Evcil Hayvan Ürünleri","Akvaryum & Balık Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"akvaryum-dekor-bakim-gereci","3","akvaryum-kus-kucuk-hayvan","Pet Shop > Akvaryum, Kuş & Küçük Hayvan > Akvaryum Dekor & Bakım Gereci","Akvaryum Dekor & Bakım Gereci","akvaryum-dekor-bakim-gereci","active","Evcil Hayvan Ürünleri","Akvaryum & Balık Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kus-kafesi-aksesuari","3","akvaryum-kus-kucuk-hayvan","Pet Shop > Akvaryum, Kuş & Küçük Hayvan > Kuş Kafesi & Aksesuarı","Kuş Kafesi & Aksesuarı","kus-kafesi-aksesuari","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Akvaryum & Balık Ürünleri | Kuş Ürünleri | Küçük Hayvan Ürünleri | Sürüngen & Egzotik Pet Ürünleri"
"kemirgen-kafesi-ekipmani","3","akvaryum-kus-kucuk-hayvan","Pet Shop > Akvaryum, Kuş & Küçük Hayvan > Kemirgen Kafesi & Ekipmanı","Kemirgen Kafesi & Ekipmanı","kemirgen-kafesi-ekipmani","active","Evcil Hayvan Ürünleri","Küçük Hayvan Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"pet-bakim-hijyen-saglik-destegi","2","pet-shop","Pet Shop > Pet Bakım, Hijyen & Sağlık Desteği","Pet Bakım, Hijyen & Sağlık Desteği","pet-bakim-hijyen-saglik-destegi","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","3","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri | Ortak Pet Bakım & Aksesuarları"
"kedi-kumu-tuvaleti","3","pet-bakim-hijyen-saglik-destegi","Pet Shop > Pet Bakım, Hijyen & Sağlık Desteği > Kedi Kumu & Tuvaleti","Kedi Kumu & Tuvaleti","kedi-kumu-tuvaleti","active","Evcil Hayvan Ürünleri","Kedi Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"pet-sampuani-tuy-bakimi","3","pet-bakim-hijyen-saglik-destegi","Pet Shop > Pet Bakım, Hijyen & Sağlık Desteği > Pet Şampuanı & Tüy Bakımı","Pet Şampuanı & Tüy Bakımı","pet-sampuani-tuy-bakimi","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri | Ortak Pet Bakım & Aksesuarları"
"pet-temizlik-koku-urunu","3","pet-bakim-hijyen-saglik-destegi","Pet Shop > Pet Bakım, Hijyen & Sağlık Desteği > Pet Temizlik & Koku Ürünü","Pet Temizlik & Koku Ürünü","pet-temizlik-koku-urunu","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","claim_sensitive","NO","0","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri | Ortak Pet Bakım & Aksesuarları Policy/risk gate remains independent of taxonomy placement."
"pet-egitim-tuvalet-urunu","3","pet-bakim-hijyen-saglik-destegi","Pet Shop > Pet Bakım, Hijyen & Sağlık Desteği > Pet Eğitim & Tuvalet Ürünü","Pet Eğitim & Tuvalet Ürünü","pet-egitim-tuvalet-urunu","active","Evcil Hayvan Ürünleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","claim_sensitive","NO","0","Provisional L2 candidates: Kedi Ürünleri | Köpek Ürünleri | Ortak Pet Bakım & Aksesuarları Policy/risk gate remains independent of taxonomy placement."
"pet-saglik-destek-urunu","3","pet-bakim-hijyen-saglik-destegi","Pet Shop > Pet Bakım, Hijyen & Sağlık Desteği > Pet Sağlık & Destek Ürünü","Pet Sağlık & Destek Ürünü","pet-saglik-destek-urunu","active","Evcil Hayvan Ürünleri","Ortak Pet Bakım & Aksesuarları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","regulated_review|claim_sensitive","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"optik","1","","Optik","Optik","optik","active","Gözlük & Optik","","","","CANONICAL_FINAL","RENAME","HIGH","NO","","YES","1",""
"gozluk-optik-urunler","2","optik","Optik > Gözlük & Optik Ürünler","Gözlük & Optik Ürünler","gozluk-optik-urunler","active","Gözlük & Optik","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","7","Provisional L2 candidates: Optik Gözlük Çerçeveleri | Güneş Gözlükleri | Hazır Okuma Gözlükleri | Gözlük Camları | Kontakt Lensler | Kontakt Lens Bakım Ürünleri | Gözlük & Optik Aksesuarları"
"optik-gozluk-cercevesi","3","gozluk-optik-urunler","Optik > Gözlük & Optik Ürünler > Optik Gözlük Çerçevesi","Optik Gözlük Çerçevesi","optik-gozluk-cercevesi","active","Gözlük & Optik","Optik Gözlük Çerçeveleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","regulated_review","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"gunes-gozlugu","3","gozluk-optik-urunler","Optik > Gözlük & Optik Ürünler > Güneş Gözlüğü","Güneş Gözlüğü","gunes-gozlugu","active","Gözlük & Optik","Güneş Gözlükleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"hazir-okuma-gozlugu","3","gozluk-optik-urunler","Optik > Gözlük & Optik Ürünler > Hazır Okuma Gözlüğü","Hazır Okuma Gözlüğü","hazir-okuma-gozlugu","active","Gözlük & Optik","Hazır Okuma Gözlükleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","regulated_review|claim_sensitive","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"kontakt-lens","3","gozluk-optik-urunler","Optik > Gözlük & Optik Ürünler > Kontakt Lens","Kontakt Lens","kontakt-lens","active","Gözlük & Optik","Kontakt Lensler","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","regulated_review|claim_sensitive","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"lens-solusyonu-kabi","3","gozluk-optik-urunler","Optik > Gözlük & Optik Ürünler > Lens Solüsyonu & Kabı","Lens Solüsyonu & Kabı","lens-solusyonu-kabi","active","Gözlük & Optik","Kontakt Lens Bakım Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","regulated_review","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"gozluk-kilifi-bakim-urunu","3","gozluk-optik-urunler","Optik > Gözlük & Optik Ürünler > Gözlük Kılıfı & Bakım Ürünü","Gözlük Kılıfı & Bakım Ürünü","gozluk-kilifi-bakim-urunu","active","Gözlük & Optik","Gözlük & Optik Aksesuarları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"saat-taki","1","","Saat & Takı","Saat & Takı","saat-taki","active","Saat & Takı","","","","CANONICAL_FINAL","KEEP","HIGH","NO","","NO","1",""
"saat-saat-aksesuarlari","2","saat-taki","Saat & Takı > Saat & Saat Aksesuarları","Saat & Saat Aksesuarları","saat-saat-aksesuarlari","active","Saat & Takı","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","3","Provisional L2 candidates: Klasik Kol Saatleri | Cep Saatleri | Saat Kayışları & Aksesuarları"
"kol-saati","3","saat-saat-aksesuarlari","Saat & Takı > Saat & Saat Aksesuarları > Kol Saati","Kol Saati","kol-saati","active","Saat & Takı","Klasik Kol Saatleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"cep-yaka-saati","3","saat-saat-aksesuarlari","Saat & Takı > Saat & Saat Aksesuarları > Cep & Yaka Saati","Cep & Yaka Saati","cep-yaka-saati","active","Saat & Takı","Cep Saatleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"saat-kayisi","3","saat-saat-aksesuarlari","Saat & Takı > Saat & Saat Aksesuarları > Saat Kayışı","Saat Kayışı","saat-kayisi","active","Saat & Takı","Saat Kayışları & Aksesuarları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"saat-kutusu-standi","3","saat-saat-aksesuarlari","Saat & Takı > Saat & Saat Aksesuarları > Saat Kutusu & Standı","Saat Kutusu & Standı","saat-kutusu-standi","active","Saat & Takı","Saat Kayışları & Aksesuarları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"saat-pili-yedek-bileseni","3","saat-saat-aksesuarlari","Saat & Takı > Saat & Saat Aksesuarları > Saat Pili & Yedek Bileşeni","Saat Pili & Yedek Bileşeni","saat-pili-yedek-bileseni","active","Saat & Takı","Saat Kayışları & Aksesuarları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","hazmat_review|compatibility_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"taki-mucevher","2","saat-taki","Saat & Takı > Takı & Mücevher","Takı & Mücevher","taki-mucevher","active","Saat & Takı","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","8","Provisional L2 candidates: Kolyeler & Takı Uçları | Küpeler | Yüzükler | Bileklik, Bilezik & Halhallar | Broş & Giyim Takıları | Vücut Takıları | Takı Aksesuarları & Saklama | Takı Yapım Malzemeleri"
"kolye-uc","3","taki-mucevher","Saat & Takı > Takı & Mücevher > Kolye & Uç","Kolye & Uç","kolye-uc","active","Saat & Takı","Kolyeler & Takı Uçları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kupe","3","taki-mucevher","Saat & Takı > Takı & Mücevher > Küpe","Küpe","kupe","active","Saat & Takı","Küpeler","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"yuzuk","3","taki-mucevher","Saat & Takı > Takı & Mücevher > Yüzük","Yüzük","yuzuk","active","Saat & Takı","Yüzükler","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"bileklik-halhal","3","taki-mucevher","Saat & Takı > Takı & Mücevher > Bileklik & Halhal","Bileklik & Halhal","bileklik-halhal","active","Saat & Takı","Bileklik, Bilezik & Halhallar","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"bros-rozet-piercing-takisi","3","taki-mucevher","Saat & Takı > Takı & Mücevher > Broş, Rozet & Piercing Takısı","Broş, Rozet & Piercing Takısı","bros-rozet-piercing-takisi","active","Saat & Takı","Broş & Giyim Takıları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"taki-kutusu-bakim-urunu","3","taki-mucevher","Saat & Takı > Takı & Mücevher > Takı Kutusu & Bakım Ürünü","Takı Kutusu & Bakım Ürünü","taki-kutusu-bakim-urunu","active","Saat & Takı","Takı Aksesuarları & Saklama","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"saglik-medikal","1","","Sağlık & Medikal","Sağlık & Medikal","saglik-medikal","active","Sağlık & Medikal","","","","CANONICAL_FINAL","KEEP","HIGH","NO","regulated_review","NO","1","Policy/risk gate remains independent of taxonomy placement."
"ilk-yardim-koruyucu-urun","2","saglik-medikal","Sağlık & Medikal > İlk Yardım & Koruyucu Ürün","İlk Yardım & Koruyucu Ürün","ilk-yardim-koruyucu-urun","active","Sağlık & Medikal","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: İlk Yardım & Yara Bakımı | Kişisel Koruyucu Medikal Ürünler"
"ilk-yardim-seti","3","ilk-yardim-koruyucu-urun","Sağlık & Medikal > İlk Yardım & Koruyucu Ürün > İlk Yardım Seti","İlk Yardım Seti","ilk-yardim-seti","active","Sağlık & Medikal","İlk Yardım & Yara Bakımı","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","regulated_review","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"bandaj-gazli-bez-flaster","3","ilk-yardim-koruyucu-urun","Sağlık & Medikal > İlk Yardım & Koruyucu Ürün > Bandaj, Gazlı Bez & Flaster","Bandaj, Gazlı Bez & Flaster","bandaj-gazli-bez-flaster","active","Sağlık & Medikal","İlk Yardım & Yara Bakımı","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","regulated_review","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
