"L1","L2","L3","L4","LEAF_YN","NODE_STATE","POLICY_CLASS","PRIMARY_DOMAIN","FACET_NOTES","SYNONYM_NOTES","OWNER_DECISION_REQUIRED","PROFESSIONAL_REVIEW_REQUIRED","SOURCE_NOTES"
"Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","Tavalar & Sahanlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","Wok","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","Fırın Kapları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","Fırın Tepsileri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","Kek & Pasta Kalıpları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","Fırın Matı & Pişirme Kağıdı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","Rende, Soyacak & Dilimleyici","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","Süzgeç & Elek","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","Karıştırma Kabı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","Ölçü Gereçleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","Spatula, Çırpıcı & Karıştırıcı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","Açacaklar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","Mutfak Bıçakları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","Mutfak Bıçakları","Şef Bıçağı","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","Mutfak Bıçakları","Ekmek Bıçağı","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","Mutfak Bıçakları","Soyma & Doğrama Bıçağı","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","Mutfak Makası","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","Kesme Tahtası","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","Bıçak Bileme Gereçleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Sofra & Yemek Takımları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Sofra & Yemek Takımları","Tabaklar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Sofra & Yemek Takımları","Kaseler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Sofra & Yemek Takımları","Yemek & Kahvaltı Takımları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Sofra & Yemek Takımları","Sosluk & Sunum Kapları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","Sofra Çatal, Kaşık & Bıçakları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","Kepçe & Servis Kaşığı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","Maşa & Servis Aparatları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","Tepsi & Nihale","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","Su & Meşrubat Bardakları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","Çay Bardağı & Fincan","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","Kupa","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","Sürahi & Karaf","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","İçecek Takımları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","Çaydanlık","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","Cezve","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","French Press","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","Moka Pot","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","Pour-Over & Dripper","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","Manuel Kahve Değirmeni","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","Gıda Saklama Kapları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","Kavanozlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","Baharatlık, Yağlık & Sirkelik","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","Mutfak Düzenleyiciler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","Ekmek Kutusu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","Termos","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","Matara","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","Termal Kupa","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","Beslenme Kutusu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","Sefer Tası","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","Tüketici Tipi Soğutucu Çanta","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Tekstili","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Tekstili","Mutfak Önlüğü","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Tekstili","Mutfak Havlusu & Kurulama Bezi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Tekstili","Fırın Eldiveni & Tutacak","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Mutfak Tekstili","Masa Örtüsü, Runner & Peçete","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Tornavida & Anahtarlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Pense, Kerpeten & Kesiciler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Çekiç & Tokmaklar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","El Testeresi, Eğe & Raspalar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Mengene & Kelepçeler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
