"LEGACY_SLUG","LEGACY_NAME","LEGACY_PATH","CANONICAL_PLANNING_KEY","CANONICAL_PATH","ALIAS_TYPE","REDIRECT_BEHAVIOR","SEARCH_SYNONYM_DISTINCTION","SPLIT_AMBIGUITY","MANUAL_REVIEW_REQUIRED","SOURCE_ACTION","NOTES"
"kursun-kalem-uc","Kurşun Kalem & Uç","Kırtasiye & Ofis > Yazım & Okul Gereçleri > Kurşun Kalem & Uç","CANONICAL-001194 || CANONICAL-001195","Kırtasiye & Ofis > Kalem & Yazım Gereçleri > Kalem Ucu & Mürekkep || Kırtasiye & Ofis > Kalem & Yazım Gereçleri > Kurşun & Versatil Kalemler","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"tukenmez-jel-roller-kalem","Tükenmez, Jel & Roller Kalem","Kırtasiye & Ofis > Yazım & Okul Gereçleri > Tükenmez, Jel & Roller Kalem","CANONICAL-001198","Kırtasiye & Ofis > Kalem & Yazım Gereçleri > Tükenmez & Roller Kalemler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,9171; target remains candidate, not owner-final."
"dolma-kalem-murekkep","Dolma Kalem & Mürekkep","Kırtasiye & Ofis > Yazım & Okul Gereçleri > Dolma Kalem & Mürekkep","CANONICAL-001193 || CANONICAL-001194","Kırtasiye & Ofis > Kalem & Yazım Gereçleri > Dolma Kalemler || Kırtasiye & Ofis > Kalem & Yazım Gereçleri > Kalem Ucu & Mürekkep","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"keceli-fosforlu-tahta-kalemi","Keçeli, Fosforlu & Tahta Kalemi","Kırtasiye & Ofis > Yazım & Okul Gereçleri > Keçeli, Fosforlu & Tahta Kalemi","CANONICAL-001196","Kırtasiye & Ofis > Kalem & Yazım Gereçleri > Marker & Fosforlu Kalemler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"silgi-kalemtiras-cetvel","Silgi, Kalemtıraş & Cetvel","Kırtasiye & Ofis > Yazım & Okul Gereçleri > Silgi, Kalemtıraş & Cetvel","CANONICAL-001197","Kırtasiye & Ofis > Kalem & Yazım Gereçleri > Silgi & Düzeltme Gereçleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"kalemlik","Kalemlik","Kırtasiye & Ofis > Yazım & Okul Gereçleri > Kalemlik","CANONICAL-001234","Kırtasiye & Ofis > Okul Kırtasiyesi & Eğitim Gereçleri > Kalem Kutuları","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME_AND_MOVE","Corrects false fountain-pen match."
"okul-geometri-matematik-seti","Okul Geometri & Matematik Seti","Kırtasiye & Ofis > Yazım & Okul Gereçleri > Okul Geometri & Matematik Seti","CANONICAL-001233","Kırtasiye & Ofis > Okul Kırtasiyesi & Eğitim Gereçleri > Geometri Setleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,7267; target remains candidate, not owner-final."
"defter-kagit-sunum","Defter, Kağıt & Sunum","Kırtasiye & Ofis > Defter, Kağıt & Sunum","CANONICAL-001199 || CANONICAL-001205 || CANONICAL-001246","Kırtasiye & Ofis > Defter, Ajanda & Planlayıcılar || Kırtasiye & Ofis > Kağıt, Etiket & Baskı Sarfı || Kırtasiye & Ofis > Sunum, Pano & Yazı Tahtası Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"defter","Defter","Kırtasiye & Ofis > Defter, Kağıt & Sunum > Defter","CANONICAL-001202","Kırtasiye & Ofis > Defter, Ajanda & Planlayıcılar > Defterler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"ajanda-planlayici","Ajanda & Planlayıcı","Kırtasiye & Ofis > Defter, Kağıt & Sunum > Ajanda & Planlayıcı","CANONICAL-001200 || CANONICAL-001204","Kırtasiye & Ofis > Defter, Ajanda & Planlayıcılar > Ajandalar || Kırtasiye & Ofis > Defter, Ajanda & Planlayıcılar > Planlayıcılar","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"not-kagidi-yapiskanli-not","Not Kağıdı & Yapışkanlı Not","Kırtasiye & Ofis > Defter, Kağıt & Sunum > Not Kağıdı & Yapışkanlı Not","","","UNRESOLVED_LEGACY_ALIAS","NO_REDIRECT — MANUAL_OR_POLICY_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","NO","YES","UNRESOLVED","Sticky notes are absent; bloknot is only a partial suggestion."
"fotokopi-yazici-kagidi","Fotokopi & Yazıcı Kağıdı","Kırtasiye & Ofis > Defter, Kağıt & Sunum > Fotokopi & Yazıcı Kağıdı","CANONICAL-001208","Kırtasiye & Ofis > Kağıt, Etiket & Baskı Sarfı > Fotokopi & Yazıcı Kağıtları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,7267; target remains candidate, not owner-final."
"resim-fon-kartonu","Resim & Fon Kartonu","Kırtasiye & Ofis > Defter, Kağıt & Sunum > Resim & Fon Kartonu","CANONICAL-001209","Kırtasiye & Ofis > Kağıt, Etiket & Baskı Sarfı > Karton & Fon Kağıtları","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=0,8200; target remains candidate, not owner-final."
"etiket-sticker","Etiket & Sticker","Kırtasiye & Ofis > Defter, Kağıt & Sunum > Etiket & Sticker","CANONICAL-001207","Kırtasiye & Ofis > Kağıt, Etiket & Baskı Sarfı > Etiket & Sticker Kağıtları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"yazi-tahtasi-pano","Yazı Tahtası & Pano","Kırtasiye & Ofis > Defter, Kağıt & Sunum > Yazı Tahtası & Pano","CANONICAL-001248 || CANONICAL-001250","Kırtasiye & Ofis > Sunum, Pano & Yazı Tahtası Ürünleri > Mantar & İlan Panoları || Kırtasiye & Ofis > Sunum, Pano & Yazı Tahtası Ürünleri > Yazı Tahtaları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"ofis-dosyalama-masaustu","Ofis, Dosyalama & Masaüstü","Kırtasiye & Ofis > Ofis, Dosyalama & Masaüstü","CANONICAL-001212 || CANONICAL-001218 || CANONICAL-001251","Kırtasiye & Ofis > Dosyalama & Arşivleme || Kırtasiye & Ofis > Masaüstü Ofis Gereçleri || Kırtasiye & Ofis > Ofis Makineleri & Ciltleme Ekipmanları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"klasor-dosya","Klasör & Dosya","Kırtasiye & Ofis > Ofis, Dosyalama & Masaüstü > Klasör & Dosya","CANONICAL-001216 || CANONICAL-001214","Kırtasiye & Ofis > Dosyalama & Arşivleme > Klasörler || Kırtasiye & Ofis > Dosyalama & Arşivleme > Dosyalar","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"zimba-delgec-atas","Zımba, Delgeç & Ataş","Kırtasiye & Ofis > Ofis, Dosyalama & Masaüstü > Zımba, Delgeç & Ataş","CANONICAL-001219 || CANONICAL-001223","Kırtasiye & Ofis > Masaüstü Ofis Gereçleri > Ataş, Klips & Raptiyeler || Kırtasiye & Ofis > Masaüstü Ofis Gereçleri > Zımba & Delgeçler","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"makas-maket-bicagi","Makas & Maket Bıçağı","Kırtasiye & Ofis > Ofis, Dosyalama & Masaüstü > Makas & Maket Bıçağı","CANONICAL-001227 || CANONICAL-001228","Kırtasiye & Ofis > Yapıştırıcı, Bant & Kesim Gereçleri > Makaslar || Kırtasiye & Ofis > Yapıştırıcı, Bant & Kesim Gereçleri > Maket Bıçakları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"masaustu-duzenleyici","Masaüstü Düzenleyici","Kırtasiye & Ofis > Ofis, Dosyalama & Masaüstü > Masaüstü Düzenleyici","CANONICAL-001222","Kırtasiye & Ofis > Masaüstü Ofis Gereçleri > Masaüstü Düzenleyiciler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"hesap-makinesi","Hesap Makinesi","Kırtasiye & Ofis > Ofis, Dosyalama & Masaüstü > Hesap Makinesi","CANONICAL-001255","Kırtasiye & Ofis > Ofis Makineleri & Ciltleme Ekipmanları > Hesap Makineleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"kase-istampa-numarator","Kaşe, Istampa & Numaratör","Kırtasiye & Ofis > Ofis, Dosyalama & Masaüstü > Kaşe, Istampa & Numaratör","CANONICAL-001221","Kırtasiye & Ofis > Masaüstü Ofis Gereçleri > Kaşe & Tarih Damgaları","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"sanat-el-isi-paketleme","Sanat, El İşi & Paketleme","Kırtasiye & Ofis > Sanat, El İşi & Paketleme","CANONICAL-001237 || CANONICAL-001258","Kırtasiye & Ofis > Sanat & Çizim Malzemeleri || Kırtasiye & Ofis > Paketleme & Postalama Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"boya-cizim-malzemesi","Boya & Çizim Malzemesi","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Boya & Çizim Malzemesi","CANONICAL-001239 || CANONICAL-001240","Kırtasiye & Ofis > Sanat & Çizim Malzemeleri > Boyalar > Akrilik & Yağlı Boyalar || Kırtasiye & Ofis > Sanat & Çizim Malzemeleri > Boyalar > Sulu & Guaj Boyalar","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"tuval-cizim-yuzeyi","Tuval & Çizim Yüzeyi","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Tuval & Çizim Yüzeyi","CANONICAL-001245","Kırtasiye & Ofis > Sanat & Çizim Malzemeleri > Tuval & Çizim Yüzeyleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"firca-sanat-araci","Fırça & Sanat Aracı","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Fırça & Sanat Aracı","CANONICAL-001241","Kırtasiye & Ofis > Sanat & Çizim Malzemeleri > Fırçalar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,7267; target remains candidate, not owner-final."
"hobi-kagidi-el-isi-malzemesi","Hobi Kağıdı & El İşi Malzemesi","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Hobi Kağıdı & El İşi Malzemesi","","","UNRESOLVED_LEGACY_ALIAS","NO_REDIRECT — MANUAL_OR_POLICY_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","NO","YES","UNRESOLVED","Broad craft paper/material identity spans multiple candidate concepts and lacks a complete successor."
"kirtasiye-yapistirici-hobi-bandi","Yapıştırıcı & Hobi Bandı","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Yapıştırıcı & Hobi Bandı","CANONICAL-001230 || CANONICAL-001229","Kırtasiye & Ofis > Yapıştırıcı, Bant & Kesim Gereçleri > Yapıştırıcılar || Kırtasiye & Ofis > Yapıştırıcı, Bant & Kesim Gereçleri > Ofis & Kırtasiye Bantları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"kargo-poseti-zarf-kutu","Kargo Poşeti, Zarf & Kutu","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Kargo Poşeti, Zarf & Kutu","CANONICAL-001259 || CANONICAL-001263 || CANONICAL-001211","Kırtasiye & Ofis > Paketleme & Postalama Ürünleri > Kargo & Postalama Kutuları || Kırtasiye & Ofis > Paketleme & Postalama Ürünleri > Postalama Poşetleri || Kırtasiye & Ofis > Kağıt, Etiket & Baskı Sarfı > Zarflar","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"hediye-kagidi-paketleme","Hediye Kağıdı & Paketleme","Kırtasiye & Ofis > Sanat, El İşi & Paketleme > Hediye Kağıdı & Paketleme","CANONICAL-001261","Kırtasiye & Ofis > Paketleme & Postalama Ürünleri > Paketleme Bantları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,5600; target remains candidate, not owner-final."
"pet-shop","Pet Shop","Pet Shop","CANONICAL-001264","Evcil Hayvan Ürünleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME",""
"evcil-hayvan-mamalari","Evcil Hayvan Mamaları","Pet Shop > Evcil Hayvan Mamaları","CANONICAL-001265 || CANONICAL-001274 || CANONICAL-001282 || CANONICAL-001290 || CANONICAL-001297 || CANONICAL-001303","Evcil Hayvan Ürünleri > Kedi Ürünleri || Evcil Hayvan Ürünleri > Köpek Ürünleri || Evcil Hayvan Ürünleri > Akvaryum & Balık Ürünleri || Evcil Hayvan Ürünleri > Kuş Ürünleri || Evcil Hayvan Ürünleri > Küçük Hayvan Ürünleri || Evcil Hayvan Ürünleri > Sürüngen & Egzotik Pet Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"kopek-mamasi","Köpek Maması","Pet Shop > Evcil Hayvan Mamaları > Köpek Maması","CANONICAL-001274","Evcil Hayvan Ürünleri > Köpek Ürünleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,7067; target remains candidate, not owner-final."
"kuru-kopek-mamasi","Kuru Köpek Maması","Pet Shop > Evcil Hayvan Mamaları > Köpek Maması > Kuru Köpek Maması","CANONICAL-001277","Evcil Hayvan Ürünleri > Köpek Ürünleri > Köpek Mamaları","MERGED_LEGACY_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","MERGE","Multiple legacy nodes converge on candidate target 'Evcil Hayvan Ürünleri > Köpek Ürünleri > Köpek Mamaları'; many-to-one identity review required."
"yas-kopek-mamasi","Yaş Köpek Maması","Pet Shop > Evcil Hayvan Mamaları > Köpek Maması > Yaş Köpek Maması","CANONICAL-001277","Evcil Hayvan Ürünleri > Köpek Ürünleri > Köpek Mamaları","MERGED_LEGACY_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","MERGE","Multiple legacy nodes converge on candidate target 'Evcil Hayvan Ürünleri > Köpek Ürünleri > Köpek Mamaları'; many-to-one identity review required."
"kopek-odulu","Köpek Ödülü","Pet Shop > Evcil Hayvan Mamaları > Köpek Maması > Köpek Ödülü","CANONICAL-001279","Evcil Hayvan Ürünleri > Köpek Ürünleri > Köpek Ödül & Çiğneme Ürünleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"kedi-mamasi","Kedi Maması","Pet Shop > Evcil Hayvan Mamaları > Kedi Maması","CANONICAL-001265","Evcil Hayvan Ürünleri > Kedi Ürünleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,7067; target remains candidate, not owner-final."
"kuru-kedi-mamasi","Kuru Kedi Maması","Pet Shop > Evcil Hayvan Mamaları > Kedi Maması > Kuru Kedi Maması","CANONICAL-001268","Evcil Hayvan Ürünleri > Kedi Ürünleri > Kedi Mamaları","MERGED_LEGACY_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","MERGE","Multiple legacy nodes converge on candidate target 'Evcil Hayvan Ürünleri > Kedi Ürünleri > Kedi Mamaları'; many-to-one identity review required."
"yas-kedi-mamasi","Yaş Kedi Maması","Pet Shop > Evcil Hayvan Mamaları > Kedi Maması > Yaş Kedi Maması","CANONICAL-001268","Evcil Hayvan Ürünleri > Kedi Ürünleri > Kedi Mamaları","MERGED_LEGACY_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","MERGE","Multiple legacy nodes converge on candidate target 'Evcil Hayvan Ürünleri > Kedi Ürünleri > Kedi Mamaları'; many-to-one identity review required."
"kedi-odulu","Kedi Ödülü","Pet Shop > Evcil Hayvan Mamaları > Kedi Maması > Kedi Ödülü","CANONICAL-001270","Evcil Hayvan Ürünleri > Kedi Ürünleri > Kedi Ödülleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"kus-yemi","Kuş Yemi","Pet Shop > Evcil Hayvan Mamaları > Kuş Yemi","CANONICAL-001295","Evcil Hayvan Ürünleri > Kuş Ürünleri > Kuş Yem & Ödülleri","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=0,8200; target remains candidate, not owner-final."
"balik-yemi","Balık Yemi","Pet Shop > Evcil Hayvan Mamaları > Balık Yemi","CANONICAL-001288","Evcil Hayvan Ürünleri > Akvaryum & Balık Ürünleri > Balık Yemleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"kucuk-hayvan-yemi","Küçük Hayvan Yemi","Pet Shop > Evcil Hayvan Mamaları > Küçük Hayvan Yemi","CANONICAL-001302","Evcil Hayvan Ürünleri > Küçük Hayvan Ürünleri > Küçük Hayvan Yem & Ödülleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9171; target remains candidate, not owner-final."
"kedi-kopek-ekipmanlari","Kedi & Köpek Ekipmanları","Pet Shop > Kedi & Köpek Ekipmanları","CANONICAL-001265 || CANONICAL-001274","Evcil Hayvan Ürünleri > Kedi Ürünleri || Evcil Hayvan Ürünleri > Köpek Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"pet-mama-su-kabi","Mama & Su Kabı","Pet Shop > Kedi & Köpek Ekipmanları > Mama & Su Kabı","CANONICAL-001313","Evcil Hayvan Ürünleri > Ortak Pet Bakım & Aksesuarları > Ortak Mama & Su Kapları","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Cross-species food/water vessel successor; prevents false convergence."
"tasma-kayis-gogus-tasmasi","Tasma, Kayış & Göğüs Tasması","Pet Shop > Kedi & Köpek Ekipmanları > Tasma, Kayış & Göğüs Tasması","CANONICAL-001271 || CANONICAL-001280","Evcil Hayvan Ürünleri > Kedi Ürünleri > Kedi Tasma & Güvenlik Ürünleri || Evcil Hayvan Ürünleri > Köpek Ürünleri > Köpek Tasma & Gezdirme Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"pet-yatagi-minderi","Pet Yatağı & Minderi","Pet Shop > Kedi & Köpek Ekipmanları > Pet Yatağı & Minderi","CANONICAL-001272 || CANONICAL-001281","Evcil Hayvan Ürünleri > Kedi Ürünleri > Kedi Yatak & Taşıma Ürünleri || Evcil Hayvan Ürünleri > Köpek Ürünleri > Köpek Yatak & Taşıma Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
