"PLANNING_KEY","L1_NAME","L2_NAME","L3_NAME","L4_NAME","LEVEL","LEAF_YN","PARENT_PLANNING_KEY","CANONICAL_STATE","POLICY_CLASS","PROFESSIONAL_REVIEW_REQUIRED","ASSIGNABLE_YN","ACTIVE_CANDIDATE_YN","SOURCE","LEGACY_PREDECESSOR_COUNT","NOTES"
"CANONICAL-001306","Evcil Hayvan Ürünleri","Sürüngen & Egzotik Pet Ürünleri","Teraryum Substratları","","L3","YES","CANONICAL-001303","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001307","Evcil Hayvan Ürünleri","Sürüngen & Egzotik Pet Ürünleri","Teraryumlar","","L3","YES","CANONICAL-001303","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"CANONICAL-001308","Evcil Hayvan Ürünleri","Sürüngen & Egzotik Pet Ürünleri","Yemleme Ürünleri","","L3","YES","CANONICAL-001303","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001309","Evcil Hayvan Ürünleri","Ortak Pet Bakım & Aksesuarları","","","L2","NO","CANONICAL-001264","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001310","Evcil Hayvan Ürünleri","Ortak Pet Bakım & Aksesuarları","Çok Türlü Bakım Aletleri","","L3","YES","CANONICAL-001309","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001311","Evcil Hayvan Ürünleri","Ortak Pet Bakım & Aksesuarları","Evrensel Taşıma Ürünleri","","L3","YES","CANONICAL-001309","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"CANONICAL-001312","Evcil Hayvan Ürünleri","Ortak Pet Bakım & Aksesuarları","Kimlik & Güvenlik Aksesuarları","","L3","YES","CANONICAL-001309","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001313","Evcil Hayvan Ürünleri","Ortak Pet Bakım & Aksesuarları","Ortak Mama & Su Kapları","","L3","YES","CANONICAL-001309","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001314","Evcil Hayvan Ürünleri","Ortak Pet Bakım & Aksesuarları","Pet Bariyer & Koruma Ürünleri","","L3","YES","CANONICAL-001309","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001315","Gözlük & Optik","","","","L1","NO","","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/ESNAFTAVAR_CANONICAL_CATEGORY_TAXONOMY.md","1","Canonical L1 root; never product-assignable; pilot activation requires at least one eligible descendant and a separate runtime decision."
"CANONICAL-001316","Gözlük & Optik","Optik Gözlük Çerçeveleri","","","L2","NO","CANONICAL-001315","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001317","Gözlük & Optik","Optik Gözlük Çerçeveleri","Clip-on Uyumlu Gözlük Çerçeveleri","","L3","YES","CANONICAL-001316","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001318","Gözlük & Optik","Optik Gözlük Çerçeveleri","Çerçevesiz Gözlük Çerçeveleri","","L3","YES","CANONICAL-001316","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001319","Gözlük & Optik","Optik Gözlük Çerçeveleri","Tam Çerçeve Gözlük Çerçeveleri","","L3","YES","CANONICAL-001316","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001320","Gözlük & Optik","Optik Gözlük Çerçeveleri","Yarım Çerçeve Gözlük Çerçeveleri","","L3","YES","CANONICAL-001316","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001321","Gözlük & Optik","Güneş Gözlükleri","","","L2","NO","CANONICAL-001315","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001322","Gözlük & Optik","Güneş Gözlükleri","Clip-on Güneş Gözlükleri","","L3","YES","CANONICAL-001321","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001323","Gözlük & Optik","Güneş Gözlükleri","Standart Güneş Gözlükleri","","L3","YES","CANONICAL-001321","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001324","Gözlük & Optik","Hazır Okuma Gözlükleri","","","L2","YES","CANONICAL-001315","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","2","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001325","Gözlük & Optik","Gözlük Camları","","","L2","NO","CANONICAL-001315","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001326","Gözlük & Optik","Gözlük Camları","Progresif & Çok Odaklı Gözlük Camları","","L3","YES","CANONICAL-001325","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001327","Gözlük & Optik","Gözlük Camları","Reçeteli Güneş Gözlüğü Camları","","L3","YES","CANONICAL-001325","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001328","Gözlük & Optik","Gözlük Camları","Tek Odaklı Gözlük Camları","","L3","YES","CANONICAL-001325","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001329","Gözlük & Optik","Kontakt Lensler","","","L2","NO","CANONICAL-001315","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001330","Gözlük & Optik","Kontakt Lensler","Multifokal Kontakt Lensler","","L3","YES","CANONICAL-001329","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001331","Gözlük & Optik","Kontakt Lensler","Renkli & Kozmetik Kontakt Lensler","","L3","YES","CANONICAL-001329","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001332","Gözlük & Optik","Kontakt Lensler","Sferik Kontakt Lensler","","L3","YES","CANONICAL-001329","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001333","Gözlük & Optik","Kontakt Lensler","Torik Kontakt Lensler","","L3","YES","CANONICAL-001329","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001334","Gözlük & Optik","Kontakt Lens Bakım Ürünleri","","","L2","NO","CANONICAL-001315","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001335","Gözlük & Optik","Kontakt Lens Bakım Ürünleri","Çok Amaçlı Lens Solüsyonları","","L3","YES","CANONICAL-001334","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001336","Gözlük & Optik","Kontakt Lens Bakım Ürünleri","Kontakt Lens Kapları","","L3","YES","CANONICAL-001334","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001337","Gözlük & Optik","Kontakt Lens Bakım Ürünleri","Lens Durulama & Salin Ürünleri","","L3","YES","CANONICAL-001334","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001338","Gözlük & Optik","Kontakt Lens Bakım Ürünleri","Peroksitli Lens Bakım Sistemleri","","L3","YES","CANONICAL-001334","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001339","Gözlük & Optik","Gözlük & Optik Aksesuarları","","","L2","NO","CANONICAL-001315","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001340","Gözlük & Optik","Gözlük & Optik Aksesuarları","Gözlük Kılıfları","","L3","YES","CANONICAL-001339","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"CANONICAL-001341","Gözlük & Optik","Gözlük & Optik Aksesuarları","Gözlük Temizlik Bezleri & Kitleri","","L3","YES","CANONICAL-001339","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001342","Gözlük & Optik","Gözlük & Optik Aksesuarları","Gözlük Zincirleri & İpleri","","L3","YES","CANONICAL-001339","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"CANONICAL-001343","Gözlük & Optik","Gözlük & Optik Aksesuarları","Tüketici Tipi Gözlük Tamir Parçaları","","L3","YES","CANONICAL-001339","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001344","Saat & Takı","","","","L1","NO","","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/ESNAFTAVAR_CANONICAL_CATEGORY_TAXONOMY.md","1","Canonical L1 root; never product-assignable; pilot activation requires at least one eligible descendant and a separate runtime decision."
"CANONICAL-001345","Saat & Takı","Klasik Kol Saatleri","","","L2","NO","CANONICAL-001344","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001346","Saat & Takı","Klasik Kol Saatleri","Analog Kol Saatleri","","L3","YES","CANONICAL-001345","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001347","Saat & Takı","Klasik Kol Saatleri","Klasik Dijital Kol Saatleri","","L3","YES","CANONICAL-001345","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001348","Saat & Takı","Klasik Kol Saatleri","Mekanik & Otomatik Kol Saatleri","","L3","YES","CANONICAL-001345","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001349","Saat & Takı","Cep Saatleri","","","L2","YES","CANONICAL-001344","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","2","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001350","Saat & Takı","Saat Kayışları & Aksesuarları","","","L2","NO","CANONICAL-001344","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001351","Saat & Takı","Saat Kayışları & Aksesuarları","Saat Kayışları & Kordonları","","L3","YES","CANONICAL-001350","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"CANONICAL-001352","Saat & Takı","Saat Kayışları & Aksesuarları","Saat Pili & Bakım Ürünleri","","L3","YES","CANONICAL-001350","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001353","Saat & Takı","Saat Kayışları & Aksesuarları","Saat Saklama & Kurma Ürünleri","","L3","YES","CANONICAL-001350","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001354","Saat & Takı","Saat Kayışları & Aksesuarları","Tüketici Tipi Saat Tamir Parçaları","","L3","YES","CANONICAL-001350","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","0","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001355","Saat & Takı","Kolyeler & Takı Uçları","","","L2","NO","CANONICAL-001344","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001356","Saat & Takı","Kolyeler & Takı Uçları","Kolyeler & Zincirler","","L3","YES","CANONICAL-001355","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-001357","Saat & Takı","Kolyeler & Takı Uçları","Takı Uçları & Charmlar","","L3","YES","CANONICAL-001355","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_03]","1","Exact source row; Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A. Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
